System Type,Literature Name,Name1,Selection Method,Confirmation Method,z1,z1_type,RA1,Dec1,Equinox,Coordinate_waveband1,Coordinate_Source1,Brightness1,Brightness_band1,Brightness_type1,Name2,z2,z2_type,RA2,Dec2,Equinox,Coordinate_waveband2,Coordinate_Source2,Brightness2,Brightness_band2,Brightness_type2,Sep,Sep(kpc),Paper(s),BibCode(s),DOI(s),Notes
Recoil Candidate,NGC 4696,NGC 4696,Photocenter displacement,,0.00990,spec,12:48:49.25,-41:18:39.0,J2000,X-ray,ROSAT,,,,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,220,,Lena+2014,2014ApJ...795..146L,https://doi.org/10.1088/0004-637X/795/2/146,Took the offset from the most 'significant' offset measured
Recoil Candidate,NGC 5419,NGC 5419,Photocenter displacement,,0.01376,spec,14:03:38.732,-33:58:41.73,J2000,X-ray,Chandra,,,,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,255,,Lena+2014,2014ApJ...795..146L,https://doi.org/10.1088/0004-637X/795/2/146,Took the highest offset from the most 'significant' offsets measured
Recoil Candidate,NGC 5846,NGC 5846,Photocenter displacement,,0.00571,spec,15:06:29.284,+01:36:20.25,J2000,Optical,SDSS,,,,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,65,,Lena+2014,2014ApJ...795..146L,https://doi.org/10.1088/0004-637X/795/2/146,Took the highest offset from the most 'significant' offsets measured
Recoil Candidate,IC 4296,IC 4296,Photocenter displacement,,0.01247,spec,13:36:39.030,-33:57:57.00,J2000,Radio,CRATES,,,,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,18,,Lena+2014,2014ApJ...795..146L,https://doi.org/10.1088/0004-637X/795/2/146,Took the highest offset from the most 'significant' offsets measured. Offset seems to be rouhgly aligned with radio jet.
Recoil Candidate,IC 4931,IC 4931,Photocenter displacement,,0.02004,spec,20:00:50.36,-38:34:30.2,J2000,Near-IR,2MASS,,,,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,25,,Lena+2014,2014ApJ...795..146L,https://doi.org/10.1088/0004-637X/795/2/146,Took the highest offset from the most 'significant' offsets measured
Recoil Candidate,NGC 1399,NGC 1399,Photocenter displacement,,0.00475,spec,03:38:29.026,-35:27:02.36,J2000,X-ray,XMM,,,,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,20,,Lena+2014,2014ApJ...795..146L,https://doi.org/10.1088/0004-637X/795/2/146,Took the highest offset from the most 'significant' offsets measured.  Offset seems to be rouhgly aligned with radio jet.
Recoil Candidate,NGC 4168,NGC 4168,Photocenter displacement,,0.00758,spec,12:12:17.2685,+13:12:18.701,J2000,Radio,VLA/VLBA,,,,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,35,,Lena+2014,2014ApJ...795..146L,https://doi.org/10.1088/0004-637X/795/2/146,Took the larger of the two 'significant' offsets
Recoil Candidate,NGC 4278,NGC 4278,Photocenter displacement,,0.00216,,12:20:06.8242,+29:16:50.722,J2000,Radio,VLBA,,,,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,40,,Lena+2014,2014ApJ...795..146L,https://doi.org/10.1088/0004-637X/795/2/146,Took the offset from the most 'significant' offset measured
Recoil Candidate,NGC 4486,NGC 4486,Photocenter displacement,,0.00428,spec,12:30:49.4233,+12:23:28.043,J2000,,ICRF,,,,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,87,,Lena+2014,2014ApJ...795..146L,https://doi.org/10.1088/0004-637X/795/2/146,Took the highest offset from the most 'significant' offsets measured. Overlap with Batcheldor+2010. Offset seems to be rouhgly aligned with radio jet.

Dual AGN Candidate / Lens Candidate,WISE 0326-3122,WISE 0326-3122,Mid-IR Colors / Mid-IR Imaging / Optical Imaging / Optical Colors,Optical Imaging / Optical Spectroscopy,1.34,spec,03:26:06.8,-31:22:54,J2000,Optical,,,,,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1.43,,Schecter+2017,2017AJ....153..219S,https://doi.org/10.3847/1538-3881/aa6899,lensless twins. Coordinates are not unique. Check with Barry.
Dual AGN Candidate / Lens Candidate,WISE 1051-1142,WISE 1051-1142,Mid-IR Colors / Mid-IR Imaging / Optical Imaging / Optical Colors,Optical Imaging / Optical Spectroscopy,0.88,spec,10:51:41.9,-11:42:39,J2000,Optical,,,,,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1.47,,Schecter+2017,2017AJ....153..219S,https://doi.org/10.3847/1538-3881/aa6899,lensless twins. Coordinates are not unique. Check with Barry.
Dual AGN Candidate,WISE 2215-3056,WISE 2215-3056,Mid-IR Colors / Mid-IR Imaging / Optical Imaging / Optical Colors,Optical Imaging / Optical Spectroscopy,1.34,spec,22:15:25.6,-30:56:35,J2000,Optical,,,,,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.71,,Schecter+2017,2017AJ....153..219S,https://doi.org/10.3847/1538-3881/aa6899,binary. Coordinates are not unique. Check with Barry.

Dual AGN Candidate,3C 459,3C 459 N1,Serendipitous / IFU Optical Imaging / IFU Optical Spectroscopy,IFU Optical Imaging / IFU Optical Spectroscopy / Optical Spectroscopisc Emission Line Ratios / X-ray Imaging / Radio Imaging / Near-IR Imaging,0.22012,spec,23:16:35.232,+04:05:18.06,J2000,Optical,,,,,3C 459 N2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1.2,,Balmaverde+2018,2018A&A...619A..83B,https://doi.org/10.1051/0004-6361/201833515,Two compact emitting regions identified: N1 coincident with continuum peak and the radio core and N2 is offset by 1.2''. Both are optically AGNs based on emission line ratios but N2 shows stronger [OIII]. Thus N2 is a possible secondary nucleus with an AGN. No compact radio source coincides with N2 so it is likely radio quiet and obscured given the lack of broad lines. No counterpart to N2 is seen with Chandra eMERLIN or HST (with the exception of HST F606W which shows an elongated feature coincident with N2). Thus they cannot rule out that N2 is a bright knot of emission caused by a jet-cloud interaction. They disfavor this scenario because (1) such interactions usually produce broad lines (2) N2 is not located along th jet axis but along an edge of the eastern lobe (3) the ionization structure at N2's location would be a fortuitous spatial coincidence and (4) N2 has a very high line luminosity (~10^42 erg s^-1). No coordinates are provided nor are distinct redshifts provided. Velocity offset measured from line peaks is roughly 200 km s^-1.

Dual AGN Candidate,MGB2016+112,MGB2016+112 Core 1,Lens Image Proper Motion / VLBI Imaging,,3.27300,,20:19:18.051,+11:27:11.41,J2000,,,,,,MGB2016+112 Core 2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,175e-3,Spingola+2019,2019A&A...630A.108S,https://doi.org/10.1051/0004-6361/201935427,Spingola+ detect proper motion of the lens images and attribute it to motion of the source and not the lens. Two scenarios are proposed to explain the observed proper motion of the lens images: (1) a single AGN scenario where the proper motion is due to knots moving along a jet or (2) the magnified object is a dual radio-loud AGN separated by ~175 pc in projection and both have core-jet morphologies. The latter scenario is driven mostly by the motion of the flat-spectrum radio components. Additional observations are needed. They remark in the paper that a single AGN scenario may not be compatible with the observations. Coordinates of radio components are given relative to the lens; for now I am only listing the coordinates from NED.

Dual AGN,IRAS 12072-0444,IRAS 12072-0444 N,Near-IR Colors / Near-IR Imaging,Near-IR Colors / Near-IR Imaging,0.128,,12:09:45.1187842872,-05:01:13.431047484,J2000,Optical,GAIA,,,,IRAS 12072-0444 S,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.96,,Imanishi+2020,2020ApJ...891..140I,https://doi.org/10.3847/1538-4357/ab733e,No coordinates or separations in arcseconds are given. Observed K'-L' colors made this is a pretty convincing case of a dual AGN. Coordinates grabbed from simbad.
Dual AGN Candidate,IRAS 12112+0305,IRAS 12112+0305 SW,Near-IR Colors / Near-IR Imaging,Near-IR Colors / Near-IR Imaging,0.07309,spec,12:13:46.107,+02:48:41.50,J2000,Optical,SDSS,,,,IRAS 12112+0305 NE,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,3.0,,Imanishi+2020,2020ApJ...891..140I,https://doi.org/10.3847/1538-4357/ab733e,No coordinates or separations in arcseconds are given. Given the error on the measured K'-L' colors this is classified as a dual AGN candidate. Coordinates from simbad.

(%)Recoiling AGN Candidate + Dual AGN Candidate,SBS 1421+511,SBS 1421+511 QSO,Optical Spectroscopy / Fiber Spectroscopy / Offset Emission Lines / Long-Slit Optical Spectroscopy / Optical Imaging,,0.27626,spec,14:23:14.1852096840,+50:55:37.285758732,J2000,Optical,GAIA,,,,SBS 1421+511 Companion,0.27576,spec,,,J2000,,,,,,3.0,,Sun+2016,2016ApJ...818...64S,https://doi.org/10.3847/0004-637X/818/1/64,Sun+ show that the QSO is not actually spatially offset from its host but that ther is a companion galaxy nearby. Companion could shows Seyfert-like emission but they cannot rule out the case of an EELR or ionization by the nearby QSO. Distance between the centers of the galaxies found to be 3.0'' for hte 3 D spectra. We adopt that for the separation. Radial velocity difference quoted as 120 km per s. Sun+ argue that the QSO is indeed recoiling w/ radial velocity ~1400 km per s and is accompanied by a circular disk that emits the observed double peaks. Other scenarios involve a circular disk with spiral emissivity perturbations and emissions from bipolar outflow. If the companion does in fact host its own AGN rather than being ionized by the primary QSO or overlaps with the EELR of the primary QSO then this system would consistute a dual AGN as well. Coordinates are not provided for either the primary QSO or the nucleus of the companion. Need to come back and mark the long-slit and optical imaging as analysis methods.

(%)Dual AGN Candidate,NGC 5252,NGC 5252,Serendipitous / X-ray Imaging / X-ray Spectroscopy,Long-Slit Optical Spectroscopy / Optical IFU Spectroscopy / Optical Imaging / Radio Imaging,,spec,13:38:15.87082,+04:32:33.5184,J2000,1.66 GHz,EVN,,,,CXO J133815.6+043255,,spec,13:38:15.639,+04:32:55.3696,J2000,4.4 GHz,VLBA,,,,22,,Kim+2015 ; Kim+2017 ; Yang+2017 ; Mezcua+2018,2015ApJ...814....8K ; 2017ApJ...844L..21K ; 2017MNRAS.464L..70Y ; 2018MNRAS.480L..74M,https://doi.org/10.1088/0004-637X/814/1/8 ; https://doi.org/10.3847/2041-8213/aa7fe8 ; https://doi.org/10.1093/mnrasl/slw160 ; https://doi.org/10.1093/mnrasl/sly130,Kim+2015 and +2017 seemed to use Chandra imaging ptical spectroscopy and imaging and UV and radio imaging to determine ths secondary source is a ULX and that it shares many properties commonly seen in LLAGNs. It has UV optical X-ray and radio counterparts. They rule out a foreground or background AGN scenario. Optical spectra suggest photoionization by an accretion powered source and the emission lines palce the emitting region within NGC 5252. Kim+2015 cannot rule out that the primary nucleus is responsible for the ionization seen but they argue that the photionization is more likely due to the ULX and that the ULX hosts an IMBH and argue that it likely originated from a dwarf galaxy that was accreted. Kim+2017 find that the OIII emission line ratios peak near the position of the ULX (and without any change in electron density or enhanced metallicity in the vicinity of the ULX implies the ULX is the power source) and they find evidence of rotation around the ULX position. In fact they find that the gas around the ULX has significantly lower Halpha/[NII] than the main galaxy and thus the metallicity is lower. This again agrees with the idea that this ULX originated from a low metallicity low mass galaxy. These observations reaffirm that the background QSO scenario is unlikely. Yang+ detect the radio source in EVN observations and report that it has a high brightness temperature a partially optically thick radio spectrum and a relatively stable luminosity and identify the source as a radio core of the offnuclear object. The radio structure at 1.66 GHz is compact (parsec-scale) and has a flat spectrum. They argue the offnuclear source is a SMBH and a LLAGN. However Mezcua+ examined follow-up VLBA imaging that resolve the radio core into two components separated by 2.9mas at 4.4 GHz but a single unresolved source is identified at 7.6 GHz. Mezcua+ identify the western source as the core and the eastern source as a jet. Rather than a SMBH Mezcua+ argue that the ULX hosts an IMBH and that it originated in a compact dwarf galaxy that was accreted by NGC 5252. 

Dual AGN Candidate,PKS 1155+251,PKS 1155+251 C,Serendipitous / Radio Imaging / VLBI Imaging / Possible Double cores+twin jets,Radio Imaging / VLBI Imaging / Possible Double cores+twin jets,0.203,spec,11:58:26.16,+24:50:14.9,J2000,Optical,SDSS,,,,PKS 1155+251 S1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,3.5e-3,,Liu+2014 ; Yang+2017,2014JApA...35..203L ; 2017MNRAS.471.1873Y,https://doi.org/10.1007/s12036-014-9195-y ; https://doi.org/10.1093/mnras/stx1743,Liu+2014 selected this from archival data and classified it as a binary candidate due to the pssible presence of a two cores and jets. Yang+ followed up with VLBA and the system is resolved into an unresolved central component (C) and a southern complex made up of knots and hot spots. Tremblay+08 originally classified this as a CSO but Yang+ argue the CSO scenario cannot account for all observed features; they cannot rule out a CSO but they suggest a secondary SMBH could reside in S1 while the primary resides in C. Coordinates to the radio sources not listed in the paper.

Binary AGN Candidate,4C55.19 (J100157.93+554047.8 / NGC 3079),4C55.19 (J100157.93+554047.8 / NGC 3079),Radio Imaging / VLI Imaging / Possible Double cores+twin jets,Radio Imaging / VLI Imaging / Possible Double cores+twin jets,0.00361,spec,10:01:57.8789863992,+55:40:47.449758324,J2000,Optical,GAIA,,,,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,Liu+2014,2014JApA...35..203L,https://doi.org/10.1007/s12036-014-9195-y,
Binary AGN Candidate,B2 1213 + 350 (J121555.60+344815.2),B2 1213 + 350 (J121555.60+344815.2),Radio Imaging / VLI Imaging / Possible Double cores+twin jets,Radio Imaging / VLI Imaging / Possible Double cores+twin jets,0.86,,12:15:55.60104732,+34:48:15.2206367,J2000,Radio,ICRF,,,,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,Liu+2014,2014JApA...35..203L,https://doi.org/10.1007/s12036-014-9195-y,
Binary AGN Candidate,B2 1630 + 35,B2 1630 + 35,Radio Imaging / VLI Imaging / Possible Double cores+twin jets,Radio Imaging / VLI Imaging / Possible Double cores+twin jets,-99,-99,16:32:31.2567,+35:47:37.742,J2000,Radio,VLBA,,,,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,Liu+2014,2014JApA...35..203L,https://doi.org/10.1007/s12036-014-9195-y, No coordinates provided and I cannot get simbad to cooperate and show me this object. Leaving alone for now.

Binary AGN Candidate,KISSR 434,KISSR 434 A+B,Double-peaked Emission Lines / Radio Imaging,,0.064128,spec,14:03:450456512,29:21:44003274,J2000,1.5 GHz,VLBI,,,,KISSR 434 X,-99,-99,-99,-99,-99,4.9 GHz,VLBI,-99,-99,-99,7.2e-3,,Kharb+2019,2019ApJ...871..249K,https://doi.org/10.3847/1538-4357/aafad7,VLBI observations reveal a one sided long curved jet. Brightest portion of the radio jet could be a core-jet structure or jet knot; the coordinates for this are used a A+B position. Another source (X) resides to the north. X has a high brightness temp and flat spectrum consistent with being the optically thick base of a jet. The nature of this source is uncertain and needs further attention. If it is a secondary SMBH this would be a binary. However this secondary SMBH could not explain the precession of the jet nor can it account for the double-peaked lines. These latter two phenomenon are likely caused by a jet-NLR interaction. No coordinates for X are provided. 

Recoiling AGN Candidate,SDSS J113323.97+550415.8,SDSS J113323.97+550415.8,Broad Emission Lines / Variability / Emission Position / Colors,,,spec,11:33:23.97,+55:04:15.8,J2000,Optical,SDSS,,,,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,5.8,,Koss+2014,2014MNRAS.445..515K,https://doi.org/10.1093/mnras/stu1673,5.8 arcsec offset from nucleus of dwarf galaxy (Mrk 177 at 28.9 Mpc away). Very unusual source; the eission is localized to an off nuclear position and within ~12pc based on K band imaging and <22pc based on Pa-beta with colors consistent with local quasars. SII and OI optical diagnostics imply Seyfert emission but OIII diagnostic implies HII region. Broad emission lines are observed but with no velocity offset (so if it is recoiling SMBH the velocity is transverse to the LOS). The source persists for ~63 years and shows variability in brightness but shows no significant color evolution. Broad Fe II and broad NIR Ca II lines are present as well as a statistically significant blue power law continuum with no detected host absorption lines. Also shows relatively constant UV luminosity. However rapid drop in luminosity in 2002-2003 narrow Fe II and Ca II lines are difficult to reconcile with AGN. This system is likely a recoiling AGN OR an eruptive LBV star outbursting for decades before resulting in a Type IIn SN.

(%)Dual AGN,PKS 0347+05,PKS 0347+05,Serendipitous / Radio Imaging / Long-Slit Optical Spectroscopy / Optical Imaging,Radio Imaging / Long-Slit Optical Spectroscopy / Optical Imaging,0.33903,spec,03:49:46.6,+05:51:37,J2000,Radio,,,,,PKS 0347+05 companion,0.33867,spec,-99,-99,-99,-99,-99,-99,-99,-99,5.3,,Tadhunter+2012,2012MNRAS.427.1603T, https://doi.org/10.1111/j.1365-2966.2012.22058.x,PKS 0347+05 shows no evidence for a powerful AGN in the optical or mid-IR but hows a clear FR II radio source. The companion is a Seyfert 1. They quote a velocity difference. Tadhunter+ does not quote coordinates to the individual galaxies. Reach out to them for coordinates. This is flagged as serendipitous because the authors were not intentionally looking for a dual but instead were obatining new optical imaging and spectroscopy to better understand the host and the AGN of the radio/optical emitter which turned out to be two distinct AGNs. Mid-IR spectroscopy enabled through Spitzer but this spectroscopy was used to investigate the star formation more than the AGNs. So we do not list it as a confirmation method. Need to go back and add it into analysis methods.

Dual AGN Candidate,J0853+1626,J085312.85+162616.0 (eastern),Serendipitous / X-ray Imaging / Optical Emission Line Ratios,,0.0647,spec,08:53:12.85,+16:26:16.0,J2000,Optical,SDSS,,,,J085312.34+162619.4 (north-western),0.06417,spec,08:53:12.34,+16:26:19.4,J2000,Optical,SDSS,,,,8.1,,Lena+2018,2018MNRAS.478.1326L,https://doi.org/10.1093/mnras/sty1147,Redshift derived via stellar absortio features in Lena+. Source 1 is a Seyfert and a Stern+ IR AGN while source 2 falls within the locus of SB and LIRG galaxies. Source 2 is a composite on NII diagram but SF in the other two diagrams. No emission above 2 keV is observed in the second source. The dual AGN candidacy of this system rests only on the optical BPT NII diagnostic.
